Período,Resíduo PARp,El Nino Forte,El Nino Médio,El Nino Fraco,La Nina Forte,La Nina Medio/Fraco,Manchas Solares,SOI,ENA,delta_ena,residuo_desp
Mar-96,0.62,0.00,0.00,0.00,0.00,1.00,9.20,6.20,11927,3878.55,2005.106382
Apr-96,-0.19,0.00,0.00,0.00,0.00,1.00,4.80,7.80,10246,2197.55,804.038994
May-96,-0.12,0.00,0.00,0.00,0.00,1.00,5.50,1.30,2784,-5264.45,-8132.96736
Jun-96,-0.15,0.00,0.00,0.00,0.00,1.00,11.80,13.90,7199,-849.45,1349.7495
Jul-96,-0.01,0.00,0.00,0.00,0.00,1.00,8.20,6.80,13571,5522.55,6875.542422
Aug-96,0.03,0.00,0.00,0.00,0.00,1.00,14.40,4.60,9235,1186.55,-924.423661
Sep-96,0.91,0.00,0.00,0.00,0.00,1.00,1.60,6.90,11820,3771.55,1231.97672
Oct-96,0.15,0.00,0.00,0.00,0.00,1.00,0.90,4.20,16562,8513.55,4080.29125
Nov-96,1.14,0.00,0.00,0.00,0.00,1.00,17.90,-0.10,10024,1975.55,-410.1862185
Dec-96,-0.41,1.00,0.00,0.00,0.00,0.00,13.30,7.20,7900,-148.45,784.023464
Jan-97,2.10,1.00,0.00,0.00,0.00,0.00,5.70,4.10,9213,1164.55,2389.5
Feb-97,-0.53,1.00,0.00,0.00,0.00,0.00,7.60,13.30,20217,12168.55,11008.40194
Mar-97,-0.37,1.00,0.00,0.00,0.00,0.00,8.70,-8.50,8177,128.55,-4058.38368
Apr-97,0.04,1.00,0.00,0.00,0.00,0.00,15.50,-16.20,2689,-5359.45,-4332.41028
May-97,0.07,1.00,0.00,0.00,0.00,0.00,18.50,-22.40,2998,-5050.45,-2321.969328
Jun-97,1.42,1.00,0.00,0.00,0.00,0.00,12.70,-24.10,9115,1066.55,3138.047625
Jul-97,0.05,1.00,0.00,0.00,0.00,0.00,10.40,-9.50,10579,2530.55,2682.627498
Aug-97,-0.19,1.00,0.00,0.00,0.00,0.00,24.40,-19.80,16444,8395.55,7351.16816
Sep-97,-0.26,1.00,0.00,0.00,0.00,0.00,51.30,-14.80,7151,-897.45,-7621.92075
Oct-97,-0.09,1.00,0.00,0.00,0.00,0.00,22.80,-17.80,32239,24190.55,22017.58467
Nov-97,0.50,1.00,0.00,0.00,0.00,0.00,39.00,-15.20,30066,22017.55,12920.72343
Dec-97,0.30,1.00,0.00,0.00,0.00,0.00,41.20,-9.10,11846,3797.55,-3176.834584
Jan-98,-1.35,1.00,0.00,0.00,0.00,0.00,31.90,-23.50,13876,5827.55,5558.25
Feb-98,0.17,1.00,0.00,0.00,0.00,0.00,40.30,-19.20,20949,12900.55,8649.61566
Mar-98,0.24,1.00,0.00,0.00,0.00,0.00,54.80,-28.50,16797,8748.55,4216.39452
Apr-98,0.46,1.00,0.00,0.00,0.00,0.00,53.40,-24.40,28048,19999.55,15462.71694
May-98,0.37,1.00,0.00,0.00,0.00,0.00,56.30,0.50,19415,11366.55,-4687.533648
Jun-98,-0.41,1.00,0.00,0.00,0.00,0.00,70.70,9.90,7476,-572.45,-8300.2625
Jul-98,-0.27,1.00,0.00,0.00,0.00,0.00,66.60,14.60,12433,4384.55,-880.033914
Aug-98,1.25,1.00,0.00,0.00,0.00,0.00,92.20,9.80,22422,14373.55,12668.40218
Sep-98,-0.01,1.00,0.00,0.00,0.00,0.00,92.90,11.10,23914,15865.55,5670.958426
Oct-98,1.37,1.00,0.00,0.00,0.00,0.00,55.50,10.90,23221,15172.55,4885.357695
Nov-98,-1.08,1.00,0.00,0.00,0.00,1.00,74.00,12.50,6558,-1490.45,-6726.87786
Dec-98,-0.29,0.00,0.00,0.00,0.00,1.00,81.90,13.30,5215,-2833.45,-533.586704
Jan-99,0.28,0.00,0.00,0.00,0.00,1.00,62.00,15.60,4993,-3055.45,-813.7875
Feb-99,-0.58,0.00,0.00,0.00,0.00,1.00,66.30,8.60,7716,-332.45,1304.321776
Mar-99,0.62,0.00,0.00,0.00,0.00,1.00,68.80,8.90,5332,-2716.45,-1005.863742
Apr-99,-0.75,0.00,0.00,0.00,0.00,1.00,63.70,18.50,7861,-187.45,2675.977722
May-99,-0.01,0.00,0.00,0.00,0.00,1.00,106.40,1.30,4128,-3920.45,-5022.714816
Jun-99,0.30,0.00,0.00,0.00,0.00,1.00,137.70,1.00,9126,1077.55,2474.54075
Jul-99,0.53,0.00,0.00,0.00,0.00,1.00,113.50,4.80,18113,10064.55,9771.57756
Aug-99,-0.66,0.00,0.00,0.00,0.00,1.00,93.70,2.10,4314,-3734.45,-7464.09846
Sep-99,0.23,0.00,0.00,0.00,0.00,1.00,71.50,-0.40,4883,-3165.45,-2848.385042
Oct-99,-1.01,0.00,0.00,0.00,0.00,1.00,116.70,9.10,12247,4198.55,3123.00496
Nov-99,-0.23,0.00,0.00,0.00,0.00,1.00,133.20,13.10,4870,-3178.45,-3716.980755
Dec-99,-0.26,0.00,0.00,0.00,0.00,1.00,84.60,12.80,3632,-4416.45,-1450.61112
Jan-00,0.54,0.00,0.00,0.00,0.00,1.00,90.10,5.10,4721,-3327.45,-486.375
Feb-00,0.52,0.00,0.00,0.00,0.00,1.00,112.90,12.90,6313,-1735.45,81.6168186
Mar-00,0.16,0.00,0.00,0.00,0.00,1.00,138.50,9.40,7356,-692.45,1680.032664
Apr-00,-0.72,0.00,0.00,0.00,0.00,1.00,125.50,16.80,3885,-4163.45,-2606.450616
May-00,-0.44,0.00,0.00,0.00,0.00,1.00,121.60,3.60,4329,-3719.45,-1876.788228
Jun-00,0.08,0.00,0.00,0.00,0.00,1.00,124.90,-5.50,4874,-3174.45,-1897.464
Jul-00,0.21,0.00,0.00,0.00,0.00,1.00,170.10,-3.70,10309,2260.55,4370.261346
Aug-00,0.51,0.00,0.00,0.00,0.00,1.00,130.50,5.30,5765,-2283.45,-3231.768001
Sep-00,1.86,0.00,0.00,0.00,0.00,1.00,109.70,9.90,23650,15601.55,15076.12807
Oct-00,-1.05,0.00,0.00,0.00,0.00,1.00,99.40,9.70,22126,14077.55,3918.145472
Nov-00,0.52,0.00,0.00,0.00,0.00,1.00,106.80,22.40,7004,-1044.45,-5812.0722
Dec-00,0.19,0.00,0.00,0.00,0.00,1.00,104.40,7.70,5518,-2530.45,-406.540456
Jan-01,-1.21,0.00,0.00,0.00,0.00,1.00,95.60,8.90,11553,3504.55,5631.375
Feb-01,-0.52,0.00,0.00,0.00,0.00,1.00,80.60,11.90,18761,10712.55,8001.67474
Mar-01,-0.44,0.00,0.00,0.00,0.00,1.00,113.50,6.70,9967,1918.55,-1581.579756
Apr-01,-0.23,0.00,0.00,0.00,0.00,1.00,107.70,0.30,7977,-71.45,-199.8018792
May-01,-0.03,0.00,0.00,0.00,0.00,1.00,96.60,-9.00,10376,2327.55,1139.365836
Jun-01,0.19,0.00,0.00,0.00,0.00,1.00,134.00,1.80,9826,1777.55,-554.900825
Jul-01,0.08,0.00,0.00,0.00,0.00,1.00,81.80,-3.00,12628,4579.55,1452.807558
Aug-01,-0.14,0.00,0.00,0.00,0.00,1.00,106.40,-8.90,7220,-828.45,-2603.3406
Sep-01,0.24,0.00,0.00,0.00,0.00,1.00,150.70,1.40,8515,466.55,-903.345683
Oct-01,0.56,0.00,0.00,0.00,0.00,1.00,125.50,-1.90,23271,15222.55,12388.76349
Nov-01,-0.25,0.00,0.00,0.00,0.00,1.00,106.50,7.20,6812,-1236.45,-6494.29137
Dec-01,0.03,0.00,1.00,0.00,0.00,0.00,132.20,-9.10,7603,-445.45,1754.18796
Jan-02,0.53,0.00,1.00,0.00,0.00,0.00,114.10,2.70,6662,-1386.45,-49.03875
Feb-02,0.39,0.00,1.00,0.00,0.00,0.00,107.40,7.70,5461,-2587.45,-2056.838778
Mar-02,-0.83,0.00,1.00,0.00,0.00,0.00,98.40,-5.20,4266,-3782.45,-1008.03879
Apr-02,-0.82,0.00,1.00,0.00,0.00,0.00,120.70,-3.80,3727,-4321.45,-769.932108
May-02,0.59,0.00,1.00,0.00,0.00,0.00,120.80,-14.50,8366,317.55,2277.242772
Jun-02,-0.41,0.00,1.00,0.00,0.00,0.00,88.30,-6.30,9769,1720.55,587.873375
Jul-02,0.09,0.00,1.00,0.00,0.00,0.00,99.60,-7.60,6315,-1733.45,-4046.722902
Aug-02,0.14,0.00,1.00,0.00,0.00,0.00,116.40,-14.60,10484,2435.55,2910.808201
Sep-02,0.21,0.00,1.00,0.00,0.00,0.00,109.60,-7.60,13044,4995.55,1730.939761
Oct-02,-0.91,0.00,1.00,0.00,0.00,0.00,97.50,-7.40,16612,8563.55,3537.829019
Nov-02,0.21,0.00,1.00,0.00,0.00,0.00,95.50,-6.00,15467,7418.55,5011.384143
Dec-02,-0.13,0.00,1.00,0.00,0.00,0.00,80.80,-10.60,14634,6585.55,5370.54
Jan-03,0.60,0.00,1.00,0.00,0.00,0.00,79.70,-2.00,6731,-1317.45,-2642.4375
Feb-03,0.00,0.00,1.00,0.00,0.00,0.00,46.00,-7.40,8075,26.55,511.407372
Mar-03,-0.52,0.00,1.00,0.00,0.00,0.00,61.10,-6.80,7316,-732.45,808.76601
Apr-03,0.36,0.00,1.00,0.00,0.00,0.00,60.00,-5.50,3511,-4537.45,-2954.643318
May-03,-0.51,0.00,1.00,0.00,0.00,0.00,54.60,-7.40,3625,-4423.45,-2303.804748
Jun-03,0.02,0.00,1.00,0.00,0.00,0.00,77.40,-12.00,6947,-1101.45,595.756625
Jul-03,-0.09,0.00,1.00,0.00,0.00,0.00,83.30,2.90,6498,-1550.45,-376.8981426
Aug-03,-0.28,0.00,1.00,0.00,0.00,0.00,72.70,-1.80,2824,-5224.45,-4814.397
Sep-03,-0.02,0.00,1.00,0.00,0.00,0.00,48.70,-2.20,2444,-5604.45,-4422.459751
Oct-03,-0.45,0.00,1.00,0.00,0.00,0.00,65.50,-1.90,5062,-2986.45,-2881.451718
Nov-03,-0.21,0.00,1.00,0.00,0.00,0.00,67.30,-3.40,6640,-1408.45,1128.795591
Dec-03,-0.14,0.00,0.00,1.00,0.00,0.00,46.50,9.80,15027,6978.55,9245.99704
Jan-04,-0.17,0.00,0.00,1.00,0.00,0.00,37.30,-11.60,7985,-63.45,-1537.2375
Feb-04,1.03,0.00,0.00,1.00,0.00,0.00,45.80,8.60,3957,-4091.45,-4437.5601
Mar-04,0.06,0.00,0.00,1.00,0.00,0.00,49.10,0.20,2901,-5147.45,-1663.495902
Apr-04,0.17,0.00,0.00,1.00,0.00,0.00,39.30,-15.40,3442,-4606.45,-173.8535832
May-04,0.53,0.00,0.00,1.00,0.00,0.00,41.50,13.10,7811,-237.45,1933.306872
Jun-04,0.14,0.00,0.00,1.00,0.00,0.00,43.20,-14.40,7303,-745.45,-1546.83075
Jul-04,0.34,0.00,0.00,1.00,0.00,0.00,51.10,-6.90,11194,3145.55,2486.432664
Aug-04,-0.61,0.00,0.00,1.00,0.00,0.00,40.90,-7.60,4026,-4022.45,-5286.207906
Sep-04,-0.73,0.00,0.00,1.00,0.00,0.00,27.70,-2.80,7466,-582.45,-98.2401679
Oct-04,-0.15,0.00,0.00,1.00,0.00,0.00,48.00,-3.70,12683,4634.55,2308.745369
Nov-04,-0.19,0.00,0.00,1.00,0.00,0.00,43.50,-9.30,11565,3516.55,2791.348686
Dec-04,0.03,0.00,0.00,1.00,0.00,0.00,17.90,-8.00,5254,-2794.45,-2469.920768
Jan-05,0.76,0.00,0.00,1.00,0.00,0.00,31.30,1.80,4780,-3268.45,-1041.5625
Feb-05,-0.42,0.00,0.00,1.00,0.00,0.00,29.20,-29.10,2556,-5492.45,-3714.494958
Mar-05,0.11,0.00,0.00,1.00,0.00,0.00,24.50,0.20,2258,-5790.45,-1645.551756
Apr-05,-0.42,0.00,0.00,1.00,0.00,0.00,24.20,-11.20,5367,-2681.45,2166.20514
May-05,0.45,0.00,0.00,1.00,0.00,0.00,42.70,-14.50,12540,4491.55,5236.520856
Jun-05,0.19,0.00,0.00,1.00,0.00,0.00,39.30,2.60,14972,6923.55,3299.42575
Jul-05,-0.09,0.00,0.00,1.00,0.00,0.00,40.10,0.90,8503,454.55,-6514.462926
Aug-05,-0.20,0.00,0.00,1.00,0.00,0.00,36.40,-6.90,7000,-1048.45,-1353.083305
Sep-05,0.49,0.00,0.00,1.00,0.00,0.00,21.90,3.90,24091,16042.55,14800.55433
Oct-05,0.21,0.00,0.00,1.00,0.00,0.00,8.70,10.90,26465,18416.55,8044.00275
Nov-05,0.01,0.00,0.00,1.00,0.00,0.00,18.00,-2.70,11313,3264.55,-3360.486273
Dec-05,1.31,0.00,0.00,1.00,0.00,0.00,41.10,0.60,3750,-4298.45,-3874.3264
Jan-06,-1.46,0.00,0.00,1.00,0.00,0.00,15.30,12.70,4035,-4013.45,-1217.0625
Feb-06,-0.25,0.00,0.00,1.00,0.00,0.00,4.90,0.10,3536,-4512.45,-2240.715092
Mar-06,0.65,0.00,0.00,1.00,0.00,0.00,10.60,13.80,3429,-4619.45,-936.86994
Apr-06,0.81,0.00,0.00,1.00,0.00,0.00,30.20,15.20,2633,-5415.45,-1323.68148
May-06,-0.78,0.00,0.00,1.00,0.00,0.00,22.30,-9.80,1397,-6651.45,-3881.502744
Jun-06,-0.16,0.00,0.00,1.00,0.00,0.00,13.90,-5.50,2048,-6000.45,-2973.35625
Jul-06,-0.14,0.00,0.00,1.00,0.00,0.00,12.20,-8.90,2805,-5243.45,-346.865301
Aug-06,0.03,0.00,0.00,1.00,0.00,0.00,12.90,-15.90,4436,-3612.45,-1886.114321
Sep-06,0.21,0.00,0.00,1.00,0.00,0.00,14.40,-5.10,4752,-3296.45,-3050.202281
Oct-06,0.69,0.00,0.00,1.00,0.00,0.00,10.50,-15.30,4497,-3551.45,-4563.597585
Nov-06,-0.26,0.00,0.00,1.00,0.00,0.00,21.40,-1.40,6080,-1968.45,810.68565
Dec-06,1.33,0.00,0.00,1.00,0.00,0.00,13.60,-3.00,6468,-1580.45,907.979296
Jan-07,1.69,0.00,0.00,1.00,0.00,0.00,16.80,-7.30,6187,-1861.45,-94.2525
Feb-07,0.40,0.00,0.00,1.00,0.00,0.00,10.70,-2.70,6479,-1569.45,-724.032218
Mar-07,-1.41,0.00,0.00,1.00,0.00,0.00,4.50,-1.40,8532,483.55,2777.728212
Apr-07,-0.81,0.00,0.00,1.00,0.00,0.00,3.40,-3.00,7794,-254.45,543.44169
May-07,0.33,0.00,0.00,1.00,0.00,0.00,11.70,-2.70,17753,9704.55,8651.70012
Jun-07,-0.07,0.00,0.00,1.00,0.00,0.00,12.10,5.00,7008,-1040.45,-7776.42625
Jul-07,0.69,0.00,0.00,1.00,0.00,0.00,9.70,-4.30,10737,2688.55,-1657.80351
Aug-07,-0.04,0.00,0.00,1.00,0.00,0.00,6.00,2.70,5671,-2377.45,-3478.312677
Sep-07,-0.99,0.00,0.00,1.00,0.00,0.00,2.40,1.50,7601,-447.45,-918.121922
Oct-07,-0.99,0.00,0.00,1.00,0.00,0.00,0.90,5.40,8717,668.55,-1722.582386
Nov-07,0.34,0.00,0.00,1.00,0.00,0.00,1.70,9.80,12600,4551.55,5524.05864
Dec-07,-0.72,0.00,0.00,0.00,1.00,0.00,10.10,14.40,6919,-1129.45,-1213.252096
Jan-08,-0.53,0.00,0.00,0.00,1.00,0.00,3.30,14.10,6732,-1316.45,279.97125
Feb-08,0.93,0.00,0.00,0.00,1.00,0.00,2.10,21.30,4560,-3488.45,-3004.265552
Mar-08,0.44,0.00,0.00,0.00,1.00,0.00,9.30,12.20,3887,-4161.45,-961.97895
Apr-08,0.63,0.00,0.00,0.00,1.00,0.00,2.90,4.50,5195,-2853.45,942.695226
May-08,0.03,0.00,0.00,0.00,1.00,0.00,3.20,-4.30,8718,669.55,1541.90484
Jun-08,-0.39,0.00,0.00,0.00,1.00,0.00,3.40,5.00,8623,574.55,-768.217
Jul-08,-0.50,0.00,0.00,0.00,1.00,0.00,0.80,2.20,5931,-2117.45,-3898.739502
Aug-08,1.24,0.00,0.00,0.00,1.00,0.00,0.50,9.10,8102,53.55,665.6944
Sep-08,-1.25,0.00,0.00,0.00,1.00,0.00,1.10,14.10,7164,-884.45,-2766.33639
Oct-08,-0.06,0.00,0.00,0.00,1.00,0.00,2.90,13.40,19465,11416.55,9237.11322
Nov-08,-0.12,0.00,0.00,0.00,1.00,0.00,4.10,17.10,17319,9270.55,5642.16492
Dec-08,-0.16,0.00,0.00,0.00,0.00,0.00,0.80,13.30,4431,-3617.45,-5562.7488
